section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	0	0	1/8		1/8	1		-2	70	1	1	
0	1	1	1	0	1/8		1/8	1		-2	58	2	1	
0	2	1	1	0	1/8		1/8	1		2	74	1	1	
0	3	1	1	1/8	1/8		1/8	1		-1	65	2	1	
0	4	1	1	1/4	1/8		1/8	1		0	60	2	1	
0	5	1	1	1/4	1/8		1/8	1		-3	75	1	1	
0	6	1	1	3/8	1/8		1/8	1		-1	65	2	1	
0	7	1	1	1/2	1/8		1/8	1		2	62	2	1	
0	8	1	1	1/2	1/4		1/4	1		4	76	1	1	
0	9	1	1	5/8	1/8		1/8	1		-1	65	2	1	
0	10	1	1	3/4	1/8		1/8	1		-2	58	2	1	
0	11	1	1	3/4	1/8		1/8	1		-1	77	1	1	
0	12	1	1	7/8	1/8		1/8	1		-1	65	2	1	
0	13	1	1	7/8	1/8		1/8	1		2	74	1	1	
0	14	2	2	0	1/8		1/8	1		3	57	2	1	
0	15	2	2	0	1/8		1/8	1		0	72	1	1	
0	16	2	2	0	0	grace16	1/16	1		2	74	1	1	
0	17	2	2	1/8	1/8		1/8	1		-1	65	2	1	
0	18	2	2	1/8	1/8		1/8	1		5	71	1	1	
0	19	2	2	1/4	1/8		1/8	1		-2	58	2	1	
0	20	2	2	1/4	1/8		1/8	1		0	72	1	1	
0	21	2	2	3/8	1/8		1/8	1		-1	65	2	1	
0	22	2	2	3/8	1/8		1/8	1		2	74	1	1	
0	23	2	2	1/2	1/8		1/8	1		0	60	2	1	
0	24	2	2	1/2	1/4		1/4	1		-1	77	1	1	
0	25	2	2	5/8	1/8		1/8	1		-1	65	2	1	
0	26	2	2	3/4	1/8		1/8	1		-3	63	2	1	
0	27	2	2	3/4	1/8		1/8	1		-3	75	1	1	
0	28	2	2	7/8	1/8		1/8	1		-1	65	2	1	
0	29	2	2	7/8	1/8		1/8	1		3	69	1	1	
0	30	3	3	0	1/8		1/8	1		2	62	2	1	
0	31	3	3	0	1/8		1/8	1		-2	70	1	1	
0	32	3	3	1/8	1/8		1/8	1		-1	65	2	1	
0	33	3	3	1/8	1/4		1/4	1		-2	70	1	1	
0	34	3	3	1/4	1/8		1/8	1		2	62	2	1	
0	35	3	3	3/8	1/8		1/8	1		-1	65	2	1	
0	36	3	3	3/8	1/8		1/8	1		5	71	1	1	
0	37	3	3	1/2	1/8		1/8	1		3	57	2	1	
0	38	3	3	1/2	1/8		1/8	1		0	72	1	1	
0	39	3	3	5/8	1/8		1/8	1		-1	65	2	1	
0	40	3	3	5/8	1/4		1/4	1		0	72	1	1	
0	41	3	3	3/4	1/8		1/8	1		3	57	2	1	
0	42	3	3	7/8	1/8		1/8	1		-1	65	2	1	
0	43	3	3	7/8	1/8		1/8	1		7	73	1	1	
0	44	4	4	0	1/8		1/8	1		-2	58	2	1	
0	45	4	4	0	1/8		1/8	1		2	74	1	1	
0	46	4	4	1/8	1/8		1/8	1		3	57	2	1	
0	47	4	4	1/8	1/8		1/8	1		0	72	1	1	
0	48	4	4	1/4	1/8		1/8	1		-2	58	2	1	
0	49	4	4	1/4	1/8		1/8	1		2	74	1	1	
0	50	4	4	3/8	1/8		1/8	1		-3	51	2	1	
0	51	4	4	3/8	1/8		1/8	1		0	72	1	1	
0	52	4	4	3/8	1/8		1/8	1		-3	75	1	1	
0	53	4	4	1/2	1/4		1/4	1		-1	53	2	1	
0	54	4	4	1/2	1/4		1/4	1		-2	70	1	1	
0	55	4	4	1/2	1/4		1/4	1		2	74	1	1	
0	56	4	4	3/4	1/8		1/8	1		3	69	1	1	
0	57	4	4	3/4	1/8		1/8	1		0	72	1	1	
0	58	4	4	7/8	1/16		1/16	1		-2	70	1	1	
0	59	4	4	15/16	1/16		1/16	1		0	72	1	1	
0	60	5	5	0	1/8		1/8	1		-2	58	2	1	
0	61	5	5	0	1/8		1/8	1		2	74	1	1	
0	62	5	5	1/8	1/8		1/8	1		-1	65	2	1	
0	63	5	5	1/4	1/8		1/8	1		0	60	2	1	
0	64	5	5	1/4	1/8		1/8	1		-3	75	1	1	
0	65	5	5	3/8	1/8		1/8	1		-1	65	2	1	
0	66	5	5	1/2	1/8		1/8	1		2	62	2	1	
0	67	5	5	1/2	1/4		1/4	1		4	76	1	1	
0	68	5	5	5/8	1/8		1/8	1		-1	65	2	1	
0	69	5	5	3/4	1/8		1/8	1		-2	58	2	1	
0	70	5	5	3/4	1/8		1/8	1		-1	77	1	1	
0	71	5	5	7/8	1/8		1/8	1		-1	65	2	1	
0	72	5	5	7/8	1/8		1/8	1		2	74	1	1	
0	73	6	6	0	1/8		1/8	1		3	57	2	1	
0	74	6	6	0	1/8		1/8	1		0	72	1	1	
0	75	6	6	0	0	grace16	1/16	1		2	74	1	1	
0	76	6	6	1/8	1/8		1/8	1		-1	65	2	1	
0	77	6	6	1/8	1/8		1/8	1		5	71	1	1	
0	78	6	6	1/4	1/8		1/8	1		-2	58	2	1	
0	79	6	6	1/4	1/8		1/8	1		0	72	1	1	
0	80	6	6	3/8	1/8		1/8	1		-1	65	2	1	
0	81	6	6	3/8	1/8		1/8	1		2	74	1	1	
0	82	6	6	1/2	1/8		1/8	1		0	60	2	1	
0	83	6	6	1/2	1/4		1/4	1		-1	77	1	1	
0	84	6	6	5/8	1/8		1/8	1		-1	65	2	1	
0	85	6	6	3/4	1/8		1/8	1		-3	63	2	1	
0	86	6	6	3/4	1/8		1/8	1		-3	75	1	1	
