section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	1	0	1/4		1/4	1		3	69	2	1	
0	1	0	1	0	1/2		1/2	1		-1	77	1	1	
0	2	0	1	1/4	1/4		1/4	1		0	72	2	1	
0	3	0	1	1/2	1/4		1/4	1		-1	65	2	1	
0	4	0	1	1/2	1/2		1/2	1		3	81	1	1	
0	5	0	1	3/4	1/4		1/4	1		0	72	2	1	
0	6	1	2	0	1/4		1/4	1		-2	70	2	1	
0	7	1	2	0	1/8		1/8	1		3	81	1	1	
0	8	1	2	1/8	1/8		1/8	1		1	79	1	1	
0	9	1	2	1/4	1/4		1/4	1		0	72	2	1	
0	10	1	2	1/4	1/8		1/8	1		1	79	1	1	
0	11	1	2	3/8	1/8		1/8	1		4	76	1	1	
0	12	1	2	1/2	1/4		1/4	1		3	69	2	1	
0	13	1	2	1/2	3/8		1/4	3/2		-1	77	1	1	
0	14	1	2	3/4	1/4		1/4	1		0	72	2	1	
0	15	1	2	7/8	1/8		1/8	1		3	81	1	1	
0	16	2	3	0	1/4		1/4	1		-2	70	2	1	
0	17	2	3	0	1/8		1/8	1		3	81	1	1	
0	18	2	3	1/8	1/8		1/8	1		1	79	1	1	
0	19	2	3	1/4	1/4		1/4	1		0	72	2	1	
0	20	2	3	1/4	1/8		1/8	1		1	79	1	1	
0	21	2	3	3/8	1/8		1/8	1		4	76	1	1	
0	22	2	3	1/2	1/4		1/4	1		3	69	2	1	
0	23	2	3	1/2	3/8		1/4	3/2		-1	77	1	1	
0	24	2	3	3/4	1/4		1/4	1		0	72	2	1	
0	25	2	3	7/8	1/8		1/8	1		3	81	1	1	
0	26	3	4	0	1/4		1/4	1		1	67	2	2	
0	27	3	4	0	1.0		1.0	1		0	72	2	1	
0	28	3	4	0	1/8		1/8	1		0	84	1	1	
0	29	3	4	1/8	1/8		1/8	1		-2	82	1	1	
0	30	3	4	1/4	1/4		1/4	1		4	64	2	2	
0	31	3	4	1/4	1/8		1/8	1		-2	82	1	1	
0	32	3	4	3/8	1/8		1/8	1		1	79	1	1	
0	33	3	4	1/2	1/4		1/4	1		-1	65	2	2	
0	34	3	4	1/2	1/8		1/8	1		-2	82	1	1	
0	35	3	4	5/8	1/8		1/8	1		3	81	1	1	
0	36	3	4	3/4	1/4		1/4	1		3	69	2	2	
0	37	3	4	3/4	1/8		1/8	1		3	81	1	1	
0	38	3	4	7/8	1/8		1/8	1		-1	77	1	1	
0	39	4	5	0	1/4		1/4	1		-2	70	2	1	
0	40	4	5	0	3/8		1/4	3/2		2	74	1	1	
0	41	4	5	1/4	1/4		1/4	1		-2	58	2	1	
0	42	4	5	3/8	1/8		1/8	1		4	76	1	1	
0	43	4	5	1/2	1/4		1/4	1		2	62	2	1	
0	44	4	5	1/2	1/4		1/4	1		-1	77	1	1	
0	45	4	5	3/4	1/4		1/4	1		5	59	2	2	
0	46	4	5	3/4	1/4		1/4	1	1	-1	65	2	1	
0	47	4	5	3/4	1/4		1/4	1		1	79	1	1	
0	48	5	6	0	1/2		1/2	1	1	0	60	2	2	
0	49	5	6	0	1/4		1/4	1	-1	-1	65	2	1	
