section	ix	mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	0	0	1	0	1/4		1/4	1		-3	39	2	1	
0	1	0	1	0	1/4		1/4	1		-3	51	2	1	
0	2	0	1	0	1/4		1/4	1		1	67	1	1	
0	3	0	1	0	1/4		1/4	1		-2	70	1	1	
0	4	0	1	1/4	1/8		1/8	1		-3	63	1	1	
0	5	0	1	1/4	1/8		1/8	1		1	67	1	1	
0	6	0	1	3/8	1/8		1/8	1		-2	46	2	1	
0	7	0	1	3/8	1/8		1/8	1		-2	58	1	1	
0	8	0	1	3/8	1/8		1/8	1		-1	65	1	1	
0	9	0	1	1/2	1/4		1/4	1		-3	51	2	1	
0	10	0	1	1/2	1/8		1/8	1		1	55	1	1	
0	11	0	1	1/2	1/8		1/8	1		-3	63	1	1	
0	12	0	1	5/8	1/8		1/8	1		-2	58	1	1	
0	13	0	1	3/4	1/8		1/8	1		-3	63	1	1	
0	14	0	1	7/8	1/8		1/8	1		-2	46	2	1	
0	15	0	1	7/8	1/8		1/8	1		2	62	1	2	
0	16	0	1	7/8	1/8		1/8	1		-1	65	1	1	
0	17	1	2	0	1/8		1/8	1		-3	51	2	1	
0	18	1	2	0	1/2		1/2	1		-3	63	1	2	
0	19	1	2	0	1/8		1/8	1		1	67	1	1	
0	20	1	2	1/8	1/8		1/8	1		0	48	2	1	
0	21	1	2	1/8	1/8		1/8	1		-4	68	1	1	
0	22	1	2	1/4	1/8		1/8	1		1	43	2	1	
0	23	1	2	1/4	1/8		1/8	1		-2	70	1	1	
0	24	1	2	3/8	1/8		1/8	1		-4	44	2	1	
0	25	1	2	3/8	1/8		1/8	1		0	72	1	1	
0	26	1	2	1/2	1/4		1/4	1	1	-2	46	2	1	
0	27	1	2	1/2	1/4		1/4	1		-3	63	1	2	
0	28	1	2	1/2	3/16		1/8	3/2		1	67	1	1	
0	29	1	2	11/16	1/16		1/16	1		-4	68	1	1	
0	30	1	2	3/4	1/8		1/8	1	-1	-2	46	2	1	
0	31	1	2	3/4	1/4		1/4	1		2	62	1	2	
0	32	1	2	3/4	1/16		1/16	1		-1	65	1	1	
0	33	1	2	13/16	1/16		1/16	1		1	67	1	1	
0	34	1	2	7/8	1/16		1/16	1		-4	68	1	1	
0	35	1	2	15/16	1/16		1/16	1		3	69	1	1	
0	36	2	3	0	1/4		1/4	1		1	67	2	1	
0	37	2	3	0	1/2		1/2	1		-2	70	1	2	
0	38	2	3	0	1/4		1/4	1		-2	82	1	1	
0	39	2	3	1/4	1/8		1/8	1		-3	63	2	1	
0	40	2	3	1/4	1/8		1/8	1		1	79	1	1	
0	41	2	3	3/8	1/8		1/8	1		-2	58	2	1	
0	42	2	3	3/8	1/8		1/8	1		-1	77	1	1	
0	43	2	3	1/2	1/8		1/8	1		1	55	2	1	
0	44	2	3	1/2	1/8		1/8	1		-2	70	1	2	
0	45	2	3	1/2	1/8		1/8	1		-3	75	1	1	
0	46	2	3	5/8	1/8		1/8	1		-2	58	2	1	
0	47	2	3	5/8	1/8		1/8	1		2	74	1	2	
0	48	2	3	5/8	1/8		1/8	1		-1	77	1	1	
0	49	2	3	3/4	1/8		1/8	1		-3	63	2	1	
0	50	2	3	3/4	1/4		1/4	1		-3	75	1	2	
0	51	2	3	3/4	1/8		1/8	1		1	79	1	1	
0	52	2	3	7/8	1/8		1/8	1		0	60	2	1	
0	53	2	3	7/8	1/8		1/8	1		-4	80	1	1	
0	54	3	4	0	1/8		1/8	1		1	55	2	1	
0	55	3	4	0	1/8		1/8	1		-3	75	1	1	
0	56	3	4	0	1/8		1/8	1		-2	82	1	1	
0	57	3	4	1/8	1/8		1/8	1		-4	56	2	1	
0	58	3	4	1/8	1/8		1/8	1		-1	65	2	1	
0	59	3	4	1/8	1/32		1/32	1		5	83	1	1	
0	60	3	4	5/32	1/32		1/32	1		0	84	1	1	
0	61	3	4	3/16	1/32		1/32	1		-4	80	1	1	
0	62	3	4	7/32	1/32		1/32	1		-1	77	1	1	
0	63	3	4	1/4	1/4		1/4	1		-2	58	2	2	
0	64	3	4	1/4	1/8		1/8	1		1	67	2	1	
0	65	3	4	1/4	1/8		1/8	1		-3	75	1	1	
0	66	3	4	3/8	1/8		1/8	1		-4	68	2	1	
0	67	3	4	3/8	1/32		1/32	1		1	79	1	1	
0	68	3	4	13/32	1/32		1/32	1		-1	77	1	1	
0	69	3	4	7/16	1/32		1/32	1		4	76	1	1	
0	70	3	4	15/32	1/32		1/32	1		-1	77	1	1	
0	71	3	4	1/2	1/4		1/4	1	1	-3	63	2	2	
0	72	3	4	1/2	1/4		1/4	1		-4	68	2	1	
0	73	3	4	1/2	1/4		1/4	1		2	74	1	1	
0	74	3	4	1/2	1/4		1/4	1		-1	77	1	1	
0	75	3	4	3/4	1/8		1/8	1	-1	-3	63	2	2	
0	76	3	4	3/4	1/8		1/8	1		1	67	2	1	
0	77	3	4	3/4	1/8		1/8	1		-3	75	1	1	
1	0	4	5	0	1/8		1/8	1		2	62	2	1	
1	1	4	5	0	1/4		1/4	1		-1	77	1	1	
1	2	4	5	1/8	1/8		1/8	1		-2	58	2	1	
1	3	4	5	1/4	1/8		1/8	1		-3	63	2	1	
1	4	4	5	1/4	1/8		1/8	1		1	79	1	1	
1	5	4	5	3/8	1/8		1/8	1		-2	58	2	1	
1	6	4	5	3/8	1/8		1/8	1		-3	75	1	1	
1	7	4	5	1/2	1/4		1/4	1		-2	58	2	1	
1	8	4	5	1/2	1/4		1/4	1		-1	65	2	1	
1	9	4	5	1/2	3/16		1/8	3/2		-4	80	1	1	
1	10	4	5	11/16	1/16		1/16	1		-1	77	1	1	
1	11	4	5	3/4	1/16		1/16	1		2	74	1	1	
1	12	4	5	13/16	1/16		1/16	1		-3	75	1	1	
1	13	4	5	7/8	1/16		1/16	1		-1	77	1	1	
1	14	4	5	15/16	1/16		1/16	1		6	78	1	1	
1	15	5	6	0	1/8		1/8	1		-3	63	2	1	
1	16	5	6	0	1/8		1/8	1		1	79	1	1	
1	17	5	6	1/8	1/8		1/8	1		-3	63	2	1	
1	18	5	6	1/8	1/8		1/8	1		1	79	1	1	
1	19	5	6	1/4	1/8		1/8	1		-3	63	2	1	
1	20	5	6	1/4	1/8		1/8	1		-1	65	2	1	
1	21	5	6	1/4	1/8		1/8	1		-4	80	1	1	
1	22	5	6	3/8	1/8		1/8	1		-3	63	2	1	
1	23	5	6	3/8	1/8		1/8	1		6	66	2	1	
1	24	5	6	3/8	1/8		1/8	1		3	81	1	1	
1	25	5	6	1/2	1/4		1/4	1		-3	63	2	1	
1	26	5	6	1/2	1/4		1/4	1		1	67	2	1	
1	27	5	6	1/2	3/16		1/8	3/2		-2	82	1	1	
1	28	5	6	11/16	1/48		1/32	2/3		0	84	1	1	
1	29	5	6	17/24	1/48		1/32	2/3		-2	82	1	1	
1	30	5	6	35/48	1/48		1/32	2/3		-4	80	1	1	
1	31	5	6	3/4	1/16		1/16	1		1	79	1	1	
1	32	5	6	13/16	1/16		1/16	1		-4	80	1	1	
1	33	5	6	7/8	1/16		1/16	1		-2	82	1	1	
1	34	5	6	15/16	1/16		1/16	1		5	83	1	1	
1	35	6	7	0	1/4		1/4	1		0	84	1	1	
1	36	6	7	1/8	1/8		1/8	1		-4	68	2	1	
1	37	6	7	1/8	1/8		1/8	1		-3	75	2	1	
1	38	6	7	1/4	1/4		1/4	1		-2	82	1	1	
1	39	6	7	3/8	1/8		1/8	1		-6	66	2	1	
1	40	6	7	3/8	1/8		1/8	1		-3	75	2	1	
1	41	6	7	1/2	1/4		1/4	1		3	81	1	1	
1	42	6	7	5/8	1/8		1/8	1		-1	65	2	1	
1	43	6	7	5/8	1/8		1/8	1		-3	75	2	1	
1	44	6	7	3/4	1/4		1/4	1		-4	80	1	1	
1	45	6	7	7/8	1/8		1/8	1		5	59	2	1	
1	46	6	7	7/8	1/8		1/8	1		2	62	2	1	
1	47	7	8	0	1/4		1/4	1		0	60	2	1	
1	48	7	8	0	1/4		1/4	1		-3	63	2	1	
1	49	7	8	0	1/8		1/8	1		1	79	1	1	
1	50	7	8	1/8	1/8		1/8	1		-3	87	1	1	
1	51	7	8	1/4	1/8		1/8	1		-4	56	2	1	
1	52	7	8	1/4	1/8		1/8	1		0	60	2	1	
1	53	7	8	1/4	1/8		1/8	1		-1	77	1	1	
1	54	7	8	3/8	1/8		1/8	1		-4	68	2	1	
1	55	7	8	3/8	1/8		1/8	1		0	84	1	1	
1	56	7	8	1/2	1/4		1/4	1	1	-2	58	2	1	
1	57	7	8	1/2	1/4		1/4	1		1	67	2	1	
1	58	7	8	1/2	3/16		1/8	3/2		-3	75	1	1	
1	59	7	8	11/16	1/32		1/32	1		-1	77	1	1	
1	60	7	8	23/32	1/32		1/32	1		-3	75	1	1	
1	61	7	8	3/4	1/8		1/8	1	-1	-2	58	2	1	
1	62	7	8	3/4	1/8		1/8	1		-1	65	2	1	
1	63	7	8	3/4	1/8		1/8	1		2	74	1	1	
1	64	8	9	0	1/4		1/4	1		-3	39	2	1	
1	65	8	9	0	1/4		1/4	1		-3	51	2	1	
1	66	8	9	0	1/4		1/4	1		1	67	1	1	
1	67	8	9	0	1/4		1/4	1		-2	70	1	1	
1	68	8	9	1/4	1/8		1/8	1		-3	63	1	1	
1	69	8	9	1/4	1/8		1/8	1		1	67	1	1	
1	70	8	9	3/8	1/8		1/8	1		-2	46	2	1	
1	71	8	9	3/8	1/8		1/8	1		-2	58	1	1	
1	72	8	9	3/8	1/8		1/8	1		-1	65	1	1	
1	73	8	9	1/2	1/4		1/4	1		-3	51	2	1	
1	74	8	9	1/2	1/8		1/8	1		1	55	1	1	
1	75	8	9	1/2	1/8		1/8	1		-3	63	1	1	
1	76	8	9	5/8	1/8		1/8	1		-2	58	1	1	
1	77	8	9	3/4	1/8		1/8	1		-3	63	1	1	
1	78	8	9	7/8	1/8		1/8	1		-2	46	2	1	
1	79	8	9	7/8	1/8		1/8	1		2	62	1	1	
1	80	8	9	7/8	1/8		1/8	1		-1	65	1	1	
1	81	9	10	0	1/8		1/8	1		-3	51	2	1	
1	82	9	10	0	1/2		1/2	1		-3	63	1	2	
1	83	9	10	0	1/8		1/8	1		1	67	1	1	
1	84	9	10	1/8	1/8		1/8	1		0	48	2	1	
1	85	9	10	1/8	1/8		1/8	1		-4	68	1	1	
1	86	9	10	1/4	1/8		1/8	1		1	43	2	1	
1	87	9	10	1/4	1/8		1/8	1		-2	70	1	1	
1	88	9	10	3/8	1/8		1/8	1		-4	44	2	1	
1	89	9	10	3/8	1/8		1/8	1		0	72	1	1	
1	90	9	10	1/2	1/4		1/4	1	1	-2	46	2	1	
1	91	9	10	1/2	1/4		1/4	1		-3	63	1	2	
1	92	9	10	1/2	3/16		1/8	3/2		1	67	1	1	
1	93	9	10	11/16	1/16		1/16	1		-4	68	1	1	
1	94	9	10	3/4	1/8		1/8	1	-1	-2	46	2	1	
1	95	9	10	3/4	1/4		1/4	1		2	62	1	2	
1	96	9	10	3/4	1/16		1/16	1		-1	65	1	1	
1	97	9	10	13/16	1/16		1/16	1		1	67	1	1	
1	98	9	10	7/8	1/16		1/16	1		-4	68	1	1	
1	99	9	10	15/16	1/16		1/16	1		3	69	1	1	
1	100	10	11	0	1/4		1/4	1		1	67	2	1	
1	101	10	11	0	1/2		1/2	1		-2	70	1	2	
1	102	10	11	0	1/4		1/4	1		-2	82	1	1	
1	103	10	11	1/4	1/8		1/8	1		-3	63	2	1	
1	104	10	11	1/4	1/8		1/8	1		1	79	1	1	
1	105	10	11	3/8	1/8		1/8	1		-2	58	2	1	
1	106	10	11	3/8	1/8		1/8	1		-1	77	1	1	
1	107	10	11	1/2	1/8		1/8	1		1	55	2	1	
1	108	10	11	1/2	1/8		1/8	1		-2	70	1	2	
1	109	10	11	1/2	1/8		1/8	1		-3	75	1	1	
1	110	10	11	5/8	1/8		1/8	1		-2	58	2	1	
1	111	10	11	5/8	1/8		1/8	1		2	74	1	2	
1	112	10	11	5/8	1/8		1/8	1		-1	77	1	1	
1	113	10	11	3/4	1/8		1/8	1		-3	63	2	1	
1	114	10	11	3/4	1/4		1/4	1		-3	75	1	2	
1	115	10	11	3/4	1/8		1/8	1		1	79	1	1	
1	116	10	11	7/8	1/8		1/8	1		0	60	2	1	
1	117	10	11	7/8	1/8		1/8	1		-4	80	1	1	
1	118	11	12	0	1/8		1/8	1		1	55	2	1	
1	119	11	12	0	1/8		1/8	1		-3	75	1	1	
1	120	11	12	0	1/8		1/8	1		-2	82	1	1	
1	121	11	12	1/8	1/8		1/8	1		-4	56	2	1	
1	122	11	12	1/8	1/8		1/8	1		-1	65	2	1	
1	123	11	12	1/8	1/32		1/32	1		5	83	1	1	
1	124	11	12	5/32	1/32		1/32	1		0	84	1	1	
1	125	11	12	3/16	1/32		1/32	1		-4	80	1	1	
1	126	11	12	7/32	1/32		1/32	1		-1	77	1	1	
1	127	11	12	1/4	1/4		1/4	1		-2	58	2	2	
1	128	11	12	1/4	1/8		1/8	1		1	67	2	1	
1	129	11	12	1/4	1/8		1/8	1		-3	75	1	1	
1	130	11	12	3/8	1/8		1/8	1		-4	68	2	1	
1	131	11	12	3/8	1/32		1/32	1		1	79	1	1	
1	132	11	12	13/32	1/32		1/32	1		-1	77	1	1	
1	133	11	12	7/16	1/32		1/32	1		4	76	1	1	
1	134	11	12	15/32	1/32		1/32	1		-1	77	1	1	
1	135	11	12	1/2	1/4		1/4	1	1	-3	63	2	2	
1	136	11	12	1/2	1/4		1/4	1		-4	68	2	1	
1	137	11	12	1/2	1/4		1/4	1		2	74	1	1	
1	138	11	12	1/2	1/4		1/4	1		-1	77	1	1	
1	139	11	12	3/4	1/8		1/8	1	-1	-3	63	2	2	
1	140	11	12	3/4	1/8		1/8	1		1	67	2	1	
1	141	11	12	3/4	1/8		1/8	1		-3	75	1	1	
2	0	12	13	0	1/16		1/16	1		0	48	2	1	
2	1	12	13	0	3/16		1/8	3/2		-3	75	1	1	
2	2	12	13	0	3/16		1/8	3/2		1	79	1	1	
2	3	12	13	1/16	1/16		1/16	1		0	60	2	1	
2	4	12	13	1/8	1/16		1/16	1		0	60	2	1	
2	5	12	13	3/16	1/16		1/16	1		0	60	2	1	
2	6	12	13	3/16	1/16		1/16	1		2	74	1	1	
2	7	12	13	3/16	1/16		1/16	1		-1	77	1	1	
2	8	12	13	1/4	1/16		1/16	1		0	60	2	1	
2	9	12	13	1/4	1/4		1/4	1		0	72	1	1	
2	10	12	13	1/4	1/4		1/4	1		-3	75	1	1	
2	11	12	13	5/16	1/16		1/16	1		0	60	2	1	
2	12	12	13	3/8	1/16		1/16	1		0	60	2	1	
2	13	12	13	7/16	1/16		1/16	1		0	60	2	1	
2	14	12	13	1/2	1/16		1/16	1		5	47	2	1	
2	15	12	13	1/2	3/16		1/8	3/2		-1	77	1	1	
2	16	12	13	1/2	3/16		1/8	3/2		-4	80	1	1	
2	17	12	13	9/16	1/16		1/16	1		5	59	2	1	
2	18	12	13	5/8	1/16		1/16	1		5	59	2	1	
2	19	12	13	11/16	1/16		1/16	1		5	59	2	1	
2	20	12	13	11/16	1/16		1/16	1		-3	75	1	1	
2	21	12	13	11/16	1/16		1/16	1		1	79	1	1	
2	22	12	13	3/4	1/16		1/16	1		5	59	2	1	
2	23	12	13	3/4	1/4		1/4	1		2	74	1	1	
2	24	12	13	3/4	1/4		1/4	1		-1	77	1	1	
2	25	12	13	13/16	1/16		1/16	1		5	59	2	1	
2	26	12	13	7/8	1/16		1/16	1		5	59	2	1	
2	27	12	13	15/16	1/16		1/16	1		5	59	2	1	
2	28	13	14	0	1/4		1/4	1		0	60	2	1	
2	29	13	14	1/16	1/16		1/16	1		0	72	1	1	
2	30	13	14	1/16	1/16		1/16	1		-3	75	1	1	
2	31	13	14	1/8	1/16		1/16	1		2	74	1	1	
2	32	13	14	1/8	1/16		1/16	1		-1	77	1	1	
2	33	13	14	3/16	1/16		1/16	1		-3	75	1	1	
2	34	13	14	3/16	1/16		1/16	1		1	79	1	1	
2	35	13	14	1/4	1/8		1/8	1		-4	56	2	1	
2	36	13	14	1/4	1/16		1/16	1		-3	75	1	1	
2	37	13	14	1/4	1/16		1/16	1		1	79	1	1	
2	38	13	14	5/16	1/16		1/16	1		2	74	1	1	
2	39	13	14	5/16	1/16		1/16	1		-1	77	1	1	
2	40	13	14	3/8	1/8		1/8	1		6	54	2	1	
2	41	13	14	3/8	1/16		1/16	1		2	74	1	1	
2	42	13	14	3/8	1/16		1/16	1		-1	77	1	1	
2	43	13	14	7/16	1/16		1/16	1		0	72	1	1	
2	44	13	14	7/16	1/16		1/16	1		-3	75	1	1	
2	45	13	14	1/2	1/16		1/16	1		1	55	2	1	
2	46	13	14	1/2	1/4		1/4	1		0	72	1	1	
