mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
2	2	23/4	23/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	36											
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	37											
2	2	6	6	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	38											
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	39											
2	2	7	7	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	40			articStaccatoAbove								
2	2	4	4	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	41											
2	2	17/4	17/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	42											
2	2	9/2	9/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	43											
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	44											
2	2	5	5	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	45											
2	2	21/4	21/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	46											
2	2	11/2	11/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	47											
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	48											
2	2	6	6	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	49											
2	2	25/4	25/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	50											
2	2	13/2	13/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	51											
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	52											
2	2	7	7	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	53											
2	2	29/4	29/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	54											
2	2	15/2	15/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	55											
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	56											
3	3	8	8	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	57										2	
3	3	35/4	35/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	58										2	
3	3	71/8	71/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	59										2	
3	3	9	9	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	60										2	
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	61										2	
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	62										2	
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	63											
3	3	10	10	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	64										3	
3	3	41/4	41/4	0.5	9/16	9/16	Chord	4/4	1	1	1/8		1/8	1	65										3	
3	3	43/4	43/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	66										3	
3	3	87/8	87/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	67										3	
3	3	11	11	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	68										3	
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	69										3	
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	70										3	
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	71											
3	3	8	8	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	72										4	
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	73										4	
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	74										4	
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	75										4	
3	3	9	9	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	76										4	
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	77										4	
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	78										4	
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	79											
3	3	10	10	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	80										5	
3	3	41/4	41/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	81										5	
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	82										5	
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	83										5	
3	3	11	11	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	84										5	
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	85										5	
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	86										5	
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	87											
4	4	12	12	0.0	0	0	Dynamic	4/4	1	1	0						sfp									
4	4	12	12	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	88										6	
4	4	49/4	49/4	0.5	1/16	1/16	Chord	4/4	1	1	1/8		1/8	1	89										6	
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	90											
4	4	13	13	0.0	1/4	1/4	Dynamic	4/4	1	1	0						sfp									
4	4	13	13	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	91										7	
4	4	53/4	53/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	92										7	
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	93											
4	4	14	14	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	94										8	
4	4	59/4	59/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	95										8	
4	4	119/8	119/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	96										8	
4	4	15	15	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	97											
4	4	61/4	61/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	98										9	
4	4	31/2	31/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	99										9	
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	100											
4	4	12	12	0.0	0	0	StaffText	4/4	2	1	0								<i>simile</i>							
4	4	12	12	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	101											
4	4	49/4	49/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	102											
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	103											
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	104											
4	4	13	13	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	105											
4	4	53/4	53/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	106											
4	4	27/2	27/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	107											
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	108											
4	4	14	14	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	109											
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	110											
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	111											
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	112											
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	113											
5	5	16	16	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	114											
5	5	67/4	67/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	115											
5	5	67/4	67/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	116											
5	5	67/4	67/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	117											
5	5	67/4	67/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	118											
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	119											
5	5	17	17	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	120											
5	5	71/4	71/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	121											
5	5	71/4	71/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	122											
5	5	71/4	71/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	123											
5	5	71/4	71/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	124											
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	125											
5	5	18	18	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	126										10	
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	127											
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	128											
5	5	16	16	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	129											
5	5	65/4	65/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	130											
5	5	33/2	33/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	131											
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	132											
5	5	17	17	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	133											
5	5	69/4	69/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	134											
5	5	35/2	35/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	135											
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	136											
5	5	18	18	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	137											
5	5	73/4	73/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	138											
5	5	37/2	37/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	139											
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	140											
5	5	19	19	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	141											
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	142											
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	143											
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	144											
6	6	20	20	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	145											
6	6	83/4	83/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	146											
6	6	83/4	83/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	147											
6	6	83/4	83/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	148											
6	6	83/4	83/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	149											
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	150											
6	6	21	21	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	151											
6	6	87/4	87/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	152											
6	6	87/4	87/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	153											
6	6	87/4	87/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	154											
6	6	87/4	87/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	155											
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	156											
6	6	22	22	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	157										11	
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	158											
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	159			articStaccatoAbove								
6	6	20	20	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	160											
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	161											
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	162											
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	163											
6	6	21	21	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	164											
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	165											
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	166											
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	167											
6	6	22	22	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	168											
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	169											
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	170											
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	171											
6	6	23	23	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	172											
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	173											
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	174											
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	175											
7	7	24	24	0.0	0	0	Dynamic	4/4	1	1	0						sf									
7	7	24	24	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	176											
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	177											
7	7	25	25	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	178											
7	7	101/4	101/4	0.0	5/16	5/16	Dynamic	4/4	1	1	0						p									
7	7	101/4	101/4	0.0	5/16	5/16	Chord	4/4	1	1	0	grace32	1/32	1	179											
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	180											
7	7	51/2	51/2	0.0	3/8	3/8	Chord	4/4	1	1	0	grace32	1/32	1	181											
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	182											
7	7	103/4	103/4	0.0	7/16	7/16	Chord	4/4	1	1	0	grace32	1/32	1	183											
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	184											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	185										12	
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	186											
7	7	27	27	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	187										13	
7	7	109/4	109/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	188										13	
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	189											
7	7	24	24	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	190											
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	191											
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	192											
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	193											
7	7	25	25	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	194											
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	195											
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	196											
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	197											
7	7	26	26	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	198											
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	199											
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	200											
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	201											
7	7	27	27	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	202											
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	203											
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	204											
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	205											
8	8	28	28	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	206											
8	8	115/4	115/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	207											
8	8	115/4	115/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	208											
8	8	115/4	115/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	209											
8	8	115/4	115/4	0.0	3/16	3/16	Chord	4/4	1	1	0	grace32	1/32	1	210											
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	211											
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	212										14	
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	213										14	
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	214											
8	8	30	30	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	215											
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	216											
8	8	28	28	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	217											
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	218											
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	219											
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	220											
8	8	29	29	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	221											
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	222											
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	223											
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	224											
8	8	30	30	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	225											
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	226											
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	227											
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	228											
8	8	31	31	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	229										15	
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	230										15	
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	231										15	
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	232											
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	233											
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	234										16	
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	235											
9	9	32	32	0.0	0	0	Dynamic	4/4	1	1	0						p									
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	236											
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	237			articStaccatoBelow								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	238			articStaccatoBelow								
9	9	34	34	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	239										17	
9	9	275/8	275/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	240											
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	241			articStaccatoAbove								
9	9	32	32	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	242											
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	243											
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	244											
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	245											
9	9	33	33	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	246										18	
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	247										18	
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	248										18	
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	249											
9	9	34	34	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	250											
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	251											
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	252											
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	253											
9	9	35	35	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	254										19	
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	255										19	
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	256										19	
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	257											
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	258											
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	259										20	
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	260											
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	261											
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	262										21	
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	263											
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	264											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	265			articStaccatoBelow								
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	266			articStaccatoBelow								
10	10	38	38	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	267										22	
10	10	307/8	307/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	268											
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	269			articStaccatoAbove								
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	270	sfp									23	
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	271										23	
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	272										23	
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	273											
