mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm	slur
4	4	39/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	52				
4	4	10	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	53				
4	4	9	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	54				
4	4	37/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	55				
4	4	19/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	56				
4	4	39/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	57				
4	4	10	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	58				
4	4	41/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	59				
4	4	21/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	60				
4	4	43/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	61				
4	4	11	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	62				
4	4	45/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	63				
4	4	23/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	64				
4	4	47/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	65				
5	5	12	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	66				4
5	5	51/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	67				
5	5	13	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	68	articStaccatoBelow			
5	5	27/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	69	articStaccatoBelow			
5	5	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	70	articStaccatoAbove			
5	5	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	71	articStaccatoAbove			
5	5	12	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	72				
5	5	49/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	73				
5	5	25/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	74				
5	5	51/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	75				
5	5	13	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	76				
5	5	53/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	77				
5	5	27/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	78				
5	5	55/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	79				
5	5	14	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	80				
5	5	57/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	81				
5	5	29/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	82				
5	5	59/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	83				
6	6	15	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	84				5
6	6	63/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	85				
6	6	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	86				
6	6	15	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	87				
6	6	61/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	88				
6	6	31/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	89				
6	6	63/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	90				
6	6	16	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	91				
6	6	65/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	92				
6	6	33/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	93				
6	6	67/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	94				
6	6	17	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	95				
6	6	69/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	96				
6	6	35/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	97				
6	6	71/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	98				
7	7	18	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	99				6
7	7	73/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	100				6
7	7	37/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	101				6
7	7	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	102				6
7	7	19	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	103				6
7	7	77/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	104				6
7	7	39/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	105				6
7	7	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	106				6
7	7	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	107				6
7	7	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	108				6
7	7	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	109				6
7	7	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	110				
7	7	18	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	111				
7	7	19	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	112				
7	7	18	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	113				
7	7	20	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	114				
8	8	21	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	115				7
8	8	87/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	116				7
8	8	175/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	117				
8	8	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	118				8
8	8	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	119				8
8	8	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	120				8
8	8	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	121				
8	8	21	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	122				
8	8	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	123				
8	8	21	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	124				
9	9	24	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	125				
9	9	25	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	126				9
9	9	101/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	127				9
9	9	51/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	128				9
9	9	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	129				9
9	9	26	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	130				9
9	9	105/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	131				9
9	9	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	132				9
9	9	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	133				
9	9	24	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	134				
9	9	97/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	135				
9	9	49/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	136				
9	9	99/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	137				
9	9	25	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	138				
9	9	101/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	139				
9	9	51/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	140				
9	9	103/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	141				
9	9	26	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	142				
9	9	105/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	143				
9	9	53/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	144				
9	9	107/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	145				
10	10	27	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	146				10
10	10	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	147				
10	10	28	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	148	articStaccatoBelow			
10	10	113/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	149	articStaccatoBelow			
10	10	57/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	150	articStaccatoBelow			
10	10	115/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	151	articStaccatoBelow			
10	10	29	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	152	articStaccatoAbove			
10	10	117/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	153	articStaccatoAbove			
10	10	59/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	154	articStaccatoAbove			
10	10	119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	155	articStaccatoAbove			
10	10	27	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	156				
10	10	109/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	157				
10	10	55/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	158				
10	10	111/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	159				
10	10	28	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	160				
10	10	113/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	161				
10	10	57/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	162				
10	10	115/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	163				
10	10	29	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	164				
10	10	117/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	165				
10	10	59/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	166				
10	10	119/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	167				
11	11	30	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	168				11
11	11	121/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	169				11
11	11	61/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	170				11
11	11	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	171				11
11	11	31	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	172				11
11	11	125/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	173				11
11	11	63/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	174				11
11	11	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	175				11
11	11	32	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	176				11
11	11	129/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	177				11
11	11	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	178				11
11	11	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	179				
11	11	30	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	180				
11	11	121/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	181				
11	11	61/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	182				
11	11	123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	183				
11	11	31	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	184				
11	11	125/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	185				
11	11	63/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	186				
11	11	127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	187				
11	11	32	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	188				
11	11	129/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	189				
11	11	65/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	190				
11	11	131/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	191				
12	12	33	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	192				12
12	12	133/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	193				12
12	12	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	194				12
12	12	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	195				
12	12	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	196				
12	12	33	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	197				
12	12	133/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	198				
12	12	67/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	199				
12	12	135/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	200				
12	12	34	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	201				
12	12	137/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	202				
12	12	69/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	203				
12	12	139/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	204				
12	12	35	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	205				
12	12	141/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	206				
12	12	71/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	207				
12	12	143/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	208				
13	13	36	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	209				13
13	13	145/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	210				13
13	13	73/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	211				13
13	13	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	212				
13	13	37	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	213	articStaccatissimoBelow			
13	13	149/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	214				14
13	13	75/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	215				14
13	13	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	216				14
13	13	38	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	217				14
13	13	153/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	218				14
13	13	77/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	219				14
13	13	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	220				
13	13	36	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	221				
13	13	145/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	222				
13	13	73/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	223				
13	13	147/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	224				
13	13	37	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	225				
13	13	149/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	226				
13	13	75/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	227				
13	13	151/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	228				
13	13	38	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	229				
13	13	153/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	230				
13	13	77/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	231				
13	13	155/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	232				
14	14	39	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	233				15
14	14	157/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	234				15
14	14	79/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	235				15
14	14	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	236				
14	14	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	237				
14	14	165/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	238				16
14	14	83/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	239				16
14	14	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	240				
14	14	39	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	241				
14	14	157/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	242				
14	14	79/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	243				
14	14	159/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	244				
14	14	40	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	245				
14	14	161/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	246				
14	14	81/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	247				
14	14	163/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	248				
14	14	41	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	249				
14	14	165/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	250				
14	14	83/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	251				
14	14	167/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	252				
15	15	42	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	253				17
15	15	169/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	254				17
15	15	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	255				17
15	15	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	256				
15	15	43	0.75	1/4	1/4	Chord	3/4	1	1	3/16			1/8	3/2	257				
15	15	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	258				
15	15	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	259				18
15	15	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	260				18
15	15	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	261				18
15	15	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	262				
15	15	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	263				
15	15	42	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	264				
15	15	169/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	265				
15	15	85/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	266				
15	15	171/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	267				
15	15	43	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	268				
15	15	173/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	269				
15	15	87/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	270				
15	15	175/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	271				
15	15	44	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	272				
15	15	177/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	273				
15	15	89/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	274				
15	15	179/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	275				
16	16	45	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	276				19
16	16	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	277				
16	16	45	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	278				20
16	16	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	279				
16	16	45	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	280				
17	17	48	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	281				
17	17	49	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	282				21
17	17	197/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	283				21
17	17	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	284				21
17	17	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	285				21
17	17	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	286				21
17	17	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	287				21
17	17	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	288				21
17	17	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	289				
17	17	48	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	290				
17	17	193/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	291				
17	17	97/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	292				
17	17	195/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	293				
17	17	49	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	294				
17	17	197/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	295				
17	17	99/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	296				
17	17	199/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	297				
17	17	50	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	298				
17	17	201/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	299				
17	17	101/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	300				
17	17	203/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	301				
18	18	51	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	302				22
18	18	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	303				
18	18	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	304				
18	18	51	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	305				
18	18	205/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	306				
18	18	103/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	307				
