mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	0	0	0.0	0	1/2	StaffText	3/4	1	1	0								Menuetto I			
1	0	0	0.0	0	1/2	Dynamic	3/4	1	1	0						p					
1	0	0	0.0	0	1/2	Tempo	3/4	1	1	0									 = 54	162	
1	0	0	0.75	0	1/2	Chord	3/4	1	1	3/16			1/8	3/2	0						0
1	0	3/4	0.25	3/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1						
2	1	1	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2						1
2	1	3/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	3						
2	1	2	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	4		articStaccatissimoAbove				
2	1	3	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	5		articStaccatissimoAbove				
2	1	2	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	6						
2	1	3	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	7						
2	1	2	0.0	1/4	1/4	Dynamic	3/4	2	2	0						p					
3	2	4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	8		articStaccatissimoBelow				
3	2	6	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	9						2
3	2	27/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	10						
3	2	4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	11						
4	3	7	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	12						3
4	3	15/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	13						
4	3	8	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	14		articStaccatissimoAbove				
4	3	9	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	15		articStaccatissimoAbove				
4	3	8	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	16						
4	3	9	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	17						
4	3	8	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	18						
4	3	9	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	19						
5	4	10	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	20		articStaccatissimoAbove				
5	4	12	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f					
5	4	12	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	21						4
5	4	51/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	22						
5	4	10	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	23						
5	4	12	0.75	1/2	1/2	Chord	3/4	2	1	3/16			1/8	3/2	24						5
5	4	51/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	25						
5	4	10	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	26						
6	5	13	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	27						6
6	5	27/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	28						6
6	5	14	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	29						6
6	5	29/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	30						6
6	5	15	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	31						6
6	5	31/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	32						
6	5	13	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	33						7
6	5	27/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	34						7
6	5	14	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	35						7
6	5	29/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	36						7
6	5	15	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	37						7
6	5	31/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	38						
6	5	13	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	39						
7	6	16	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	40						8
7	6	33/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	41						8
7	6	17	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	42						8
7	6	35/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	43						8
7	6	18	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	44						8
7	6	37/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	45						
7	6	16	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	46						9
7	6	33/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	47						9
7	6	17	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	48						9
7	6	35/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	49						9
7	6	18	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	50						9
7	6	37/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	51						
7	6	16	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	52						
8	7	19	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	53						10
8	7	39/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p					10
8	7	39/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	54						10
8	7	20	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	55						10
8	7	41/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	56						10
8	7	21	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	57						10
8	7	43/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	58						
8	7	19	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	59						
8	7	19	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	60						
9	8	22	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	61						11
9	8	45/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	62						11
9	8	23	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	63						11
9	8	47/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	64						11
9	8	24	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	65						11
9	8	49/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	66						
10	9	25	0.0	0	0	Dynamic	3/4	1	1	0						f					
10	9	25	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	67						12
10	9	103/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	68						
10	9	26	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	69						
10	9	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	70						
10	9	26	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	71						
10	9	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	72						
10	9	26	0.0	1/4	1/4	Dynamic	3/4	2	2	0						f					
11	10	28	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	73						
11	10	30	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	74						13
11	10	123/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	75						
11	10	30	0.0	1/2	1/2	Dynamic	3/4	1	2	0						p					
11	10	28	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	76						
11	10	29	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	77						
12	11	31	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	78						
12	11	33	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	79						14
12	11	135/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	80						
12	11	32	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p					
12	11	32	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	81						
13	12	34	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	82						
13	12	35	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	83						
14	12	36	1.0	0	1/2	Chord	3/4	1	1	1/4			1/4	1	84						
14	12	36	0.0	0	1/2	Dynamic	3/4	1	2	0						f					
14	12	36	1.0	0	1/2	Chord	3/4	2	1	1/4			1/4	1	85						
15	13	37	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	86						
15	13	38	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	87						
15	13	39	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	88						
15	13	37	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	89						
15	13	38	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	90						
15	13	39	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	91						
16	14	40	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	92						
16	14	41	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	93						
16	14	42	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	94						
16	14	40	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	95						
16	14	41	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	96						
16	14	42	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	97						
17	15	44	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p					
17	15	44	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	98						15
17	15	45	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	99						
17	15	43	0.0	0	0	Dynamic	3/4	2	1	0						p					
17	15	43	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	100						16
17	15	45	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	101						
18	16	46	0.0	0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	102						
18	16	46	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	103						
18	16	47	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	104						
18	16	95/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	105						
18	16	48	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	106						
18	16	46	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	107						17
18	16	47	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	108						17
18	16	48	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	109						
19	17	49	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	110						18
19	17	50	0.75	1/4	1/4	Chord	3/4	1	1	3/16			1/8	3/2	111						
19	17	203/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	112						
19	17	51	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	113						
19	17	207/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	114						
19	17	49	0.0	0	0	Dynamic	3/4	1	2	0						f					
19	17	49	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	115						19
19	17	50	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	116						
19	17	51	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	117						
20	18	52	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	118						20
20	18	53	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	119						
20	18	52	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	120						
20	18	54	0.75	1/2	1/2	Chord	3/4	2	1	3/16			1/8	3/2	121						21
20	18	219/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	122						
20	18	54	0.0	1/2	1/2	Dynamic	3/4	2	2	0						p					
21	19	56	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	123						
21	19	57	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	124						
21	19	56	0.0	1/4	1/4	Dynamic	3/4	1	2	0						p					
21	19	55	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	125						22
21	19	111/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	126						
21	19	56	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	127		articStaccatissimoBelow				
21	19	57	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	128		articStaccatissimoBelow				
22	20	58	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	129						
22	20	58	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	130		articStaccatissimoBelow				
22	20	60	0.75	1/2	1/2	Chord	3/4	2	1	3/16			1/8	3/2	131						23
22	20	243/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	132						
23	21	62	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	133						
23	21	63	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	134						
23	21	61	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	135						24
23	21	123/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	136						
23	21	62	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	137		articStaccatissimoBelow				
23	21	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	138		articStaccatissimoBelow				
24	22	64	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	139						
24	22	66	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f					
24	22	66	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	140						25
24	22	267/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	141						
24	22	64	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	142		articStaccatissimoBelow				
24	22	66	0.75	1/2	1/2	Chord	3/4	2	1	3/16			1/8	3/2	143						26
24	22	267/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	144						
25	23	67	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	145						27
25	23	135/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	146						27
25	23	68	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	147						27
25	23	137/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	148						27
25	23	69	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	149						27
25	23	139/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	150						
25	23	67	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	151						28
25	23	135/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	152						28
25	23	68	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	153						28
25	23	137/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	154						28
25	23	69	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	155						28
25	23	139/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	156						
25	23	67	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	157						
26	24	70	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	158						29
26	24	141/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	159						29
26	24	71	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	160						29
26	24	143/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	161						29
26	24	72	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	162						29
26	24	145/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	163						
26	24	70	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	164						30
26	24	141/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	165						30
26	24	71	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	166						30
26	24	143/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	167						30
26	24	72	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	168						30
26	24	145/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	169						
26	24	70	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	170						
27	25	73	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	171						
27	25	147/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p					
27	25	147/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	172						31
27	25	74	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	173						31
27	25	149/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	174						31
27	25	75	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	175						31
27	25	151/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	176						
27	25	73	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	177						
27	25	73	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	178						
28	26	76	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	179						32
28	26	153/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	180						32
28	26	77	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	181						32
28	26	155/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	182						32
28	26	78	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	183						32
28	26	157/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	184						
29	27	79	0.0	0	0	Dynamic	3/4	1	1	0						f					
29	27	79	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	185						33
29	27	319/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	186						
29	27	80	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	187						
29	27	81	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	188						
29	27	80	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	189						
29	27	81	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	190						
29	27	80	0.0	1/4	1/4	Dynamic	3/4	2	2	0						f					
30	28	82	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	191						
30	28	84	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p					
