mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0								Allegromaestoso	136.0			1.0	
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0					fff								
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0					f								
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0								𝅗𝅥=68	136.0	𝅗𝅥	68.0	0.0	
1	1	0	0	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	0									
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1									
1	1	1	1	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	2									
1	1	7/4	7/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3									
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4									
1	1	3	3	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	5									
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	6									
1	1	0	0	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	7									
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	8									
1	1	1	1	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	9									
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	10									
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	11									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	12									
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	13									
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	14									
2	2	4	4	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	15									
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	16									
2	2	5	5	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	17									
2	2	7	7	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	18									0
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	19									
2	2	4	4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	20									
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	21									
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	22									
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	23									
2	2	6	6	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	24									
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	25									
2	2	7	7	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	26									
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	27									
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	28									
3	3	9	9	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	29									
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	30									
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	31									
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	32									
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	33									
3	3	11	11	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	34									
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	35									
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	36									
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	37									
3	3	8	8	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	38									
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	39									
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	40									
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	41									
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	42									
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	43									
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	44									
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	45									
4	4	12	12	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	46									
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	47									
4	4	13	13	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	48									
4	4	15	15	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	49									1
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	50									
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	51									
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	52									
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	53									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	54									
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	55									
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	56									
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	57									
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	58									
5	5	16	16	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	59									2
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	60									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	61		articStaccatoAbove							
5	5	37/2	37/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	62		articStaccatoAbove							
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	63		articStaccatoAbove							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	64		articStaccatoAbove							
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	65									
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	66									
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	67									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	68									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	69									
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	70									3
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	71									
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	72		articStaccatoAbove							
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	73		articStaccatoAbove							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	74		articStaccatoAbove							
6	6	21	21	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p								
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	75									4
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	76									
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	77									5
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	78									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	79		articStaccatoBelow							
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	80		articStaccatoBelow							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	81		articStaccatoBelow							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	82									6
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	83									
8	8	28	28	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	84									7
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	85									
8	8	29	29	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	86									8
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	87									
8	8	30	30	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	88									9
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	89									
8	8	31	31	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	90									10
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	91									
