mc	mn	keysig	timesig	act_dur	mc_offset	breaks	repeats	volta	barline	numbering_offset	dont_count	next
92	92	-3	4/4	1	0							93
93	93	-3	4/4	1	0							94
94	94	-3	4/4	1	0							95
95	95	-3	4/4	1	0							96
96	96	-3	4/4	1	0							97
97	97	-3	4/4	1	0							98
98	98	-3	4/4	1	0							99
99	99	-3	4/4	1	0							100
100	100	-3	4/4	1	0							101
101	101	-3	4/4	1	0							102
102	102	-3	4/4	1	0							103
103	103	-3	4/4	1	0							104
104	104	-3	4/4	1	0							105
105	105	-3	4/4	1	0							106
106	106	-3	4/4	1	0							107
107	107	-3	4/4	1	0							108
108	108	-3	4/4	1	0							109
109	109	-3	4/4	1	0							110
110	110	-3	4/4	1	0							111
111	111	-3	4/4	1	0							112
112	112	-3	4/4	1	0							113
113	113	-3	4/4	1	0							114
114	114	-3	4/4	1	0							115
115	115	-3	4/4	1	0							116
116	116	-3	4/4	1	0							117
117	117	-3	4/4	1	0							118
118	118	-3	4/4	1	0							119
119	119	-3	4/4	1	0							120
120	120	-3	4/4	1	0							121
121	121	-3	4/4	1	0							122
122	122	-3	4/4	1	0							123
123	123	-3	4/4	1	0							124
124	124	-3	4/4	1	0							125
125	125	-3	4/4	1	0							126
126	126	-3	4/4	1	0							127
127	127	-3	4/4	1	0							128
128	128	-3	4/4	1	0							129
129	129	-3	4/4	1	0							130
130	130	-3	4/4	1	0							131
131	131	-3	4/4	1	0							132
132	132	-3	4/4	1	0							133
133	133	-3	4/4	1	0							134
134	134	-3	4/4	1	0							135
135	135	-3	4/4	1	0							136
136	136	-3	4/4	1	0							137
137	137	-3	4/4	1	0							138
138	138	-3	4/4	1	0							139
139	139	-3	4/4	1	0							140
140	140	-3	4/4	1	0							141
141	141	-3	4/4	1	0							142
142	142	-3	4/4	1	0							143
143	143	-3	4/4	1	0							144
144	144	-3	4/4	1	0							145
145	145	-3	4/4	1	0							146
146	146	-3	4/4	1	0							147
147	147	-3	4/4	1	0							148
148	148	-3	4/4	1	0							149
149	149	-3	4/4	1	0							150
150	150	-3	4/4	1	0							151
151	151	-3	4/4	1	0							152
152	152	-3	4/4	1	0							153
153	153	-3	4/4	1	0							154
154	154	-3	4/4	1	0							155
155	155	-3	4/4	1	0							156
156	156	-3	4/4	1	0							157
157	157	-3	4/4	1	0							158
158	158	-3	4/4	1	0							159
159	159	-3	4/4	1	0							160
160	160	-3	4/4	1	0							161
161	161	-3	4/4	1	0							162
162	162	-3	4/4	1	0							163
163	163	-3	4/4	1	0							164
164	164	-3	4/4	1	0							165
165	165	-3	4/4	1	0							166
166	166	-3	4/4	1	0							167
167	167	-3	4/4	1	0		end					75, 168
168	168	-3	4/4	1	0							169
169	169	-3	4/4	1	0							170
170	170	-3	4/4	1	0							171
171	171	-3	4/4	1	0							172
172	172	-3	4/4	1	0							173
173	173	-3	4/4	1	0							174
174	174	-3	4/4	1	0							175
175	175	-3	4/4	1	0							176
176	176	-3	4/4	1	0							177
177	177	-3	4/4	1	0							178
178	178	-3	4/4	1	0							179
179	179	-3	4/4	1	0							180
180	180	-3	4/4	1	0							181
181	181	-3	4/4	1	0							182
182	182	-3	4/4	1	0							183
183	183	-3	4/4	1	0							184
184	184	-3	4/4	1	0							185
185	185	-3	4/4	1	0		lastMeasure		end			-1
