mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	8.0	0	0	4/4	2	1	c.i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0
3	3	3	3a	8	8	4.0	0	0	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	4	4	4a	12	12	4.0	0	0	4/4	2	1	#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
5	5	5	5a	16	16	8.0	0	0	4/4	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
7	7	7	7a	24	24	4.0	0	0	4/4	2	1	#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
8	8	8	8a	28	28	4.0	0	0	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	9	9	9a	32	32	3.0	0	0	4/4	2	1	V[V		c	i	V	V		V							M	1	1	1, 5, 2		1	1
9	9	9	9a	35	35	1.0	3/4	3/4	4/4	2	1	V(64)		c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
10	10	10	10a	36	36	1.0	0	0	4/4	2	1	viio7/V		c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
10	10	10	10a	37	37	1.0	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	10	10	10a	38	38	1.0	1/2	1/2	4/4	2	1	I6(2)		c	i	V	I6(2)		I		6	2				M	1	1	4, 1, 2		0	4
10	10	10	10a	39	39	1.0	3/4	3/4	4/4	2	1	i6		c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	11	11a	40	40	1.0	0	0	4/4	2	1	V7(4)		c	i	V	V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
11	11	11	11a	41	41	2.0	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	11	11a	43	43	1.0	3/4	3/4	4/4	2	1	V(64)		c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
12	12	12	12a	44	44	1.0	0	0	4/4	2	1	viio2/V		c	i	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
12	12	12	12a	45	45	1.0	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	12	12a	46	46	1.0	1/2	1/2	4/4	2	1	I(2)		c	i	V	I(2)		I			2				M	1	1	2, 4, 1		0	2
12	12	12	12a	47	47	1.0	3/4	3/4	4/4	2	1	i		c	i	V	i		i							m	1	1	0, -3, 1		0	0
13	13	13	13a	48	48	1.0	0	0	4/4	2	1	V(4)		c	i	V	V(4)		V			4				M	1	1	1, 0, 2		1	1
13	13	13	13a	49	49	1.0	1/4	1/4	4/4	2	1	V]		c	i	V	V		V							M	1	1	1, 5, 2		1	1
13	13	13	13a	50	50	2.0	1/2	1/2	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
14	14	14	14a	52	52	1.0	0	0	4/4	2	1	i6(#762)		c	i		i6(#762)		i		6	#762				m	1	1	-3, -4, 2, 5		0	-3
14	14	14	14a	53	53	1.0	1/4	1/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
14	14	14	14a	54	54	2.0	1/2	1/2	4/4	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
15	15	15	15a	56	56	2.0	0	0	4/4	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
15	15	15	15a	58	58	2.0	1/2	1/2	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
